ISBN|Titre|Auteur|Editeur|Categorie|Synopsis|Parution|Prix|Image.URL.L
9780395599686|Memoirs of the Second World War|Winston S. Churchill|Mariner Books|Biography & Autobiography|Surveys the war and its politics|1991|289|http://images.amazon.com/images/P/0395599687.01.LZZZZZZZ.jpg
9780395606490|Sauron Defeated|J.R.R. Tolkien|Houghton Mifflin|Fiction|Features an alternate ending, never before published, to the ninth volume in the history of Middle-earth and introduces Tolkien fans to "The Notions Club" and "Adunaic"--Tolkien's fifteenth invented language. 15,000 first printing.|1992|164|http://images.amazon.com/images/P/0395606497.01.LZZZZZZZ.jpg
9780395657836|In Search of Dracula|Radu Florescu|Houghton Mifflin|Biography & Autobiography|Traces the history and folklore of vampires|1994|154|http://images.amazon.com/images/P/0395657830.01.LZZZZZZZ.jpg
9780395680926|Morgoth's Ring: The legends of Aman|J.R.R. Tolkien|Houghton Mifflin|Fiction|Describes and documents the myths and legends of the Elder Days, as they were evolved and transformed by Tolkien and includes never-before-published documents in which the author struggles to examine the nature and destiny of his characters. 13,500 first printing.|1993|238|http://images.amazon.com/images/P/0395680921.01.LZZZZZZZ.jpg
9780395710418|The War of the Jewels|J.R.R. Tolkien|Houghton Mifflin|Fiction|An analysis of Tolkien's story of Middle Earth looks at the wars of Elves and Men against Morgoth, the "Grey Annals," and Beleriand geography|1994|199|http://images.amazon.com/images/P/0395710413.01.LZZZZZZZ.jpg
9780395746561|Sector 7|David Wiesner|Clarion Books|Juvenile Fiction|While on a school trip to the Empire State Building, a boy is taken by a friendly cloud to visit Sector 7, where he discovers how clouds are shaped and channeled throughout the country.|1999|88|http://images.amazon.com/images/P/0395746566.01.LZZZZZZZ.jpg
9780395754900|The Riverside Shakespeare|William Shakespeare|Houghton Mifflin Company|Drama|The Second Edition of this complete collection of Shakespeare's plays and poems features two essays on recent criticism and productions, fully updated textual notes, a photographic insert of recent productions, and two works recently attributed to Shakespeare. The authors of the essays on recent criticism and productions are Heather DuBrow, University of Wisconsin at Madison, and William Liston, Ball State University, respectively.|1996|39|http://images.amazon.com/images/P/0395754909.01.LZZZZZZZ.jpg
9780395877432|Demonic Males|Dale Peterson|Mariner Books|Nature|Draws on recent discoveries about human evolution to examine whether violence among men is a product of their primitive heritage, and searches for solutions to the problems of war, rape, and murder|1996|159|http://images.amazon.com/images/P/0395877431.01.LZZZZZZZ.jpg
9780395957998|Roverandom|J.R.R. Tolkien|Houghton Mifflin|Fiction|Rover, a dog who has been turned into a toy dog encounters rival wizards and experiences various adventures on the moon with giant spiders, dragon moths, and the Great White Dragon. By the author of The Hobbit. Reprint.|1998|10|http://images.amazon.com/images/P/0395957990.01.LZZZZZZZ.jpg
9780399142789|Conversations with God|Neale Donald Walsch|Putnam Publishing Group|Body, Mind & Spirit|Presents God's answers to the author's questions concerning everyday life and how man should respond to opportunities and challenges|1996|131|http://images.amazon.com/images/P/0399142789.01.LZZZZZZZ.jpg
9780399146268|Three Complete Novels|Dean R. Koontz|Putnam Publishing Group|Fiction|Includes three novels by the horror writer that explore themes of death, memory, and psychic phenomena.|2000|213|http://images.amazon.com/images/P/0399146261.01.LZZZZZZZ.jpg
9780399147319|Three Complete Novels|Nora Roberts|Putnam Publishing Group|Fiction|Three dramatic tales of romantic suspense journey from a Montana ranch to a Virginia horse farm to an island off the coast of Georgia in an omnibus anthology that features True Betrayals, Montana Sky, and Sanctuary. 20,000 first printing.|2001|227|http://images.amazon.com/images/P/0399147314.01.LZZZZZZZ.jpg
9780399150210|Hercule Poirot's Casebook|Agatha Christie|Putnam Pub Group|Detective and mystery stories|Here, for the first time in one volume, is the complete collection of fifty stories about Hercule Poirot.|1989|18|http://images.amazon.com/images/P/0399150218.01.LZZZZZZZ.jpg
9780399226908|Eric Carle's Very Little Library: The very hungry caterpillar (1st board book ed., 1994)|Eric Carle|Philomel Books|Caterpillars|Colorful and full of imagination, the world of Eric Carle is a delight! Sings songs, cook, and create with the book box based of the worl of Eric Carle.|2003|84|http://images.amazon.com/images/P/0399226907.01.LZZZZZZZ.jpg
9780399504334|Amphigorey|Edward Gorey|Perigee Books|Comics & Graphic Novels|Fifteen works by the American artist and author provide a journey into a macabre world|1980|72|http://images.amazon.com/images/P/0399504338.01.LZZZZZZZ.jpg
9780399529207|Lord of the Flies|William Golding|Perigee Books|Fiction|The classical study of human nature which depicts the degeneration of a group of schoolboys marooned on a desert island.|2003|165|http://images.amazon.com/images/P/0399529209.01.LZZZZZZZ.jpg
9780413771162|The Truth|Stephen Briggs|Methuen|Drama|A new stage adaptation of one of Pratchett's best-selling novels There's been a murder. Allegedly. William de Worde is the Discworld's first investigative journalist. He didn't mean to be - it was just an accident. But, as William fills his pages with reports of local club meetings and pictures of humorously shaped vegetables, dark forces high up in Ankh-Morpork's society are plotting to overthrow the city's ruler, Lord Vetinari.|2002|172|http://images.amazon.com/images/P/0413771164.01.LZZZZZZZ.jpg
9780415254083|Tractatus Logico-philosophicus|Ludwig Wittgenstein|Routledge|Philosophy|Perhaps the most important work of philosophy written in the 20th century, this was the only philosophical work that Wittgenstein published during his lifetime.|2001|39|http://images.amazon.com/images/P/0415254086.01.LZZZZZZZ.jpg
9780425099339|Shattered|Dean R. Koontz|Berkley Publishing Group|Fiction|As Alex and Colin speed toward their new home in San Francisco where Courtney awaits them, they are pursued by a madman who is also eager to see Courtney.|1985|228|http://images.amazon.com/images/P/0425099334.01.LZZZZZZZ.jpg
9780425099995|The Psychology of Winning|Denis E. Waitley|Berkley Publishing Group|Psychology|"A heavyweight amoung motivational writers."?Charles Paul conn, author of An Uncommon Freedom.|1986|198|http://images.amazon.com/images/P/0425099997.01.LZZZZZZZ.jpg
9780425100417|The Regatta Mystery and Other Stories|Agatha Christie|Berkley Publishing Group|Fiction|Nine tales of mystery and murder are marked by the detective skills of famous sleuths--Hercule Poirot, Mr. Parker Pyne, and Miss Marple|1984|279|http://images.amazon.com/images/P/0425100413.01.LZZZZZZZ.jpg
9780425127261|The Bone Yard|Dean R. Koontz|Berkley Pub Group|Fiction|A collection of short stories in the fields of horror, suspense, and dark fantasy, dealing with money, murder, evil forces, and faceless killers|1991|58|http://images.amazon.com/images/P/0425127265.01.LZZZZZZZ.jpg
9780425134351|Patriot Games|Tom Clancy|Berkley Publishing Group|Ryan, Jack (Fictitious character)|A former CIA analyst vacationing with his family in London helps thwart a terrorist attack on a member of the Royal Family and becomes the target of the terrorist whose brother he killed.|1992|170|http://images.amazon.com/images/P/0425134350.01.LZZZZZZZ.jpg
9780425136980|Shadow Fires|Dean R. Koontz|Berkley Publishing Group|Fiction|After her husband's mangled corpse disappears from the morgue, Rachel is stalked by a mysterious stranger who is seeking revenge on her|1987|227|http://images.amazon.com/images/P/0425136981.01.LZZZZZZZ.jpg
9780425143322|Without Remorse|Tom Clancy|Berkley Publishing Group|Fiction|John Kelly, an ordinary man, crosses the lines of justice and morality and becomes the legendary Mr. Clark of the CIA, a man of ruthless and brilliant cunning, whose merciless work during an all-out war game is done with complete human detachment. Reprint.|1994|254|http://images.amazon.com/images/P/0425143325.01.LZZZZZZZ.jpg
9780425144305|Paws Before Dying|Susan Conant|Berkley Publishing Group|Fiction|Unavailable description|1991|206|http://images.amazon.com/images/P/0425144305.01.LZZZZZZZ.jpg
9780425144374|Clear and Present Danger|Tom Clancy|Berkley Publishing Group|Intelligence service|The sudden and surprising assassination of three American officials inColombia. Many people in many places, moving off on missions they all mistakenly thought theyunderstood. The future was too fearful for contemplation, and beyond the expected finish lineswere things that, once decided, were better left unseen. Tom Clancy's new thriller is based on America's war on drugs . . . and the covert --and shocking -- U. S. response.|1989|132|http://images.amazon.com/images/P/0425144372.01.LZZZZZZZ.jpg
9780425146224|A New Leash on Death|Susan Conant|Berkley Publishing Group|Fiction|Holly Winter, a writer and amateur sleuth, and her adopted Alaskan malamute, Rowdy, team up to track down a killer lurking at a dog show. Reissue.|1994|246|http://images.amazon.com/images/P/0425146227.01.LZZZZZZZ.jpg
9780425147511|The Key to Midnight|Dean R. Koontz|Berkley Publishing Group|Fiction|Millionaire investigator Alex Hunter meets exciting, desirable Joanna Rand while on a mission in Japan but finds that she is a Senator's daughter who disappeared 10 years ago and now has a new identity. By a #1 best-selling author. Reissue.|1995|93|http://images.amazon.com/images/P/0425147517.01.LZZZZZZZ.jpg
9780425147580|Debt of Honor|Tom Clancy|Berkley Publishing Group|Fiction|Every novel by Tom Clancy has been "a jaw-tightener and a nail-biter of the first order, " as the San Diego Union described Without Remorse. But Debt of Honor surpasses them all, with Jack Ryan facing his greatest challenge - against a peril that may become all too real. In retrospect, it would seem an odd way to start a war. . . . The end of history. The new world order. Fine phrases, but as Jack Ryan is about to discover, history isn't dead yet - and only the nature of the threat is new. On the Pacific island of Saipan, a wealthy Japanese businessman regards his new-bought land with satisfaction. In the Indian Ocean off Sri Lanka, a foreign navy begins a series of highly unusual exercises. At the headquarters of America's major stock-clearing corporation, an engineer brings a customized computer program on-line for the first time, and smiles at his own private joke. Three seemingly unrelated incidents, but all just the first links in a chain of events that will stun the world. Called out of retirement to serve as the new President's National Security Advisor, Jack Ryan quickly realizes that the problems of peace are fully as complex as those of war. Enemies have become friends, friends enemies, and even the form of conflict has changed. What he cannot realize, however, is just how close the next conflict is. And when one of those new enemies readies a strike not only at America's territory, but at the heart of her economy, it is Ryan, with the help of CIA officers John Clark and Domingo Chavez, who must prepare an untested President to meet the challenge, if Ryan can only figure out how. For there is a debt of honor to be paid - and the price will be terrifyingly high. . .|1995|120|http://images.amazon.com/images/P/0425147584.01.LZZZZZZZ.jpg
9780425151044|A Pinch of Poison|Claudia Bishop|Berkley Publishing Group|Fiction|Co-owners of the Hemlock Falls Inn, Sarah and Meg Quilliam are called upon to assist unpopular newspaperman Henrick Conway, a nosy reporter whose latest expose+a7 has resulted in the warning deaths of two of his relatives. Original.|1995|53|http://images.amazon.com/images/P/0425151042.01.LZZZZZZZ.jpg
9780425152898|Mind Prey|John Sandford|Berkley Publishing Group|Fiction|Lucas Davenport risks his sanity in the #1 New York Times bestselling series.|1996|77|http://images.amazon.com/images/P/0425152898.01.LZZZZZZZ.jpg
9780425152904|Thin Air|Robert B. Parker|Berkley Publishing Group|Fiction|When Lisa St. Claire, the beautiful young bride of a Boston police detective, vanishes mysteriously, Spense joins the search for the missing woman, following a perilous trail that leads him to a sociopathic ex-lover and into a deadly confrontation with Lisa's past. Reprint.|1996|220|http://images.amazon.com/images/P/0425152901.01.LZZZZZZZ.jpg
9780425157701|Airborne|Tom Clancy|Berkley Publishing Group|History|A behind-the-scenes look at the elite branch of the military, made up of both Army and Air Force personnel, covers its people, technology, and mission|1997|64|http://images.amazon.com/images/P/0425157709.01.LZZZZZZZ.jpg
9780425159538|The Grass Dancer|Susan Power|Berkley Publishing Group|Fiction|From the 1860s, when two lovers are separated by death, the cosmic drama of the two spirits desperately seeking to be reunited molds the lives and fates of their descendants, in a novel shaped by the lore of the Sioux. Reissue.|1997|150|http://images.amazon.com/images/P/0425159531.01.LZZZZZZZ.jpg
9780425161296|Hocus Pocus|Kurt Vonnegut|Berkley Publishing Group|Fiction|Tarkington College, a small, exclusive college in upstate New York, is turned upside down when ten thousand prisoners from the maximum security prison across Lake Mohiga break out and head for the college|1997|244|http://images.amazon.com/images/P/0425161293.01.LZZZZZZZ.jpg
9780425161739|Virtual Vandals|Tom Clancy|Berkley Publishing Group|Fiction|Here comes a Clancy first: a new series of novels for young adults starring a team of troubleshooting teens--the Net Force Explorers--who know more about cutting edge technology than their teachers!|1999|279|http://images.amazon.com/images/P/0425161730.01.LZZZZZZZ.jpg
9780425162446|The Rapture of Canaan|Sheri Reynolds|Berkley Publishing Group|Fiction|Ninah Huff, the teenage granddaughter of the founder of an isolated religious community, causes controversy when she is discovered to be pregnant with what she claims is a holy child|1997|274|http://images.amazon.com/images/P/0425162443.01.LZZZZZZZ.jpg
9780425164174|One is the Loneliest Number|Tom Clancy|Berkley Publishing Group|Juvenile Fiction|When fellow student Roddy L'Officier sabotages Maj Green's latest virtual simulation program, he is exiled by the rest of the Net Force Explorers, but the brilliant outcast has some other dangerous plans for them all. Original.|1999|273|http://images.amazon.com/images/P/0425164179.01.LZZZZZZZ.jpg
9780425169698|Here on Earth|Alice Hoffman|Berkley Publishing Group|Fiction|A middle-aged woman, along with her fifteen-year-old daughter, returns to her small Massachusetts hometown for the funeral of the housekeeper who raised her and finds herself thrust into the lives of the people she left behind. Reprint.|1999|157|http://images.amazon.com/images/P/0425169693.01.LZZZZZZZ.jpg
9780425170342|Rainbow Six|Tom Clancy|Berkley Publishing Group|Fiction|In a novel of military intrigue, formidable ex-Navy SEAL John Clark takes on a world-threatening band of terrorists|1999|85|http://images.amazon.com/images/P/0425170349.01.LZZZZZZZ.jpg
9780425174807|Divide and Conquer|Tom Clancy|Berkley Publishing Group|Fiction|When a mysterious cabal within the U.S. State Department causes tensions to erupt between Iran and Azerbaijan and plots to depose the President of the United States, Paul Hood and the Op-Center team must stop the conspiracy.|2000|260|http://images.amazon.com/images/P/0425174808.01.LZZZZZZZ.jpg
9780425176931|Breaking Point|Steve Perry|Berkley Publishing Group|Fiction|While struggling to recover from a shattered personal life, Net Force Commander Alex Michaels races against time to find the culprits responsible for stealing plans to a top-secret atmospheric weapon that uses low-frequency wave generation to drive people mad. Original.|2000|118|http://images.amazon.com/images/P/0425176932.01.LZZZZZZZ.jpg
9780425178928|The Raphael Affair|Iain Pears|Prime Crime|Fiction|When a long-lost Raphael resurfaces, the painting triggers a chain of events that range from vandalism to murder, prompting an investigation by English art scholar Jonathan Argyll, who ends up on the run for his life. Reprint.|2001|103|http://images.amazon.com/images/P/0425178927.01.LZZZZZZZ.jpg
9780425179611|It's Not About the Bike|Lance Armstrong|Berkley Publishing Group|Biography & Autobiography|The champion cyclist recounts his diagnosis with cancer, the grueling treatments during which he was given a less than twenty percent chance for survival, his surprising victory in the 1999 Tour de France, and the birth of his son.|2001|73|http://images.amazon.com/images/P/0425179613.01.LZZZZZZZ.jpg
9780425180051|Line of Control|Jeff Rovin|Berkley Publishing Group|Fiction|When the military arm of Op-Center is sent to Kashmir to capture an Islamic terrorist who is fomenting rebellion against the Indian government, they find themselves caught in the middle of a war between India and Pakistan.|2001|293|http://images.amazon.com/images/P/0425180050.01.LZZZZZZZ.jpg
9780425180969|The Bear and the Dragon|Tom Clancy|Berkley Publishing Group|Fiction|In the wake of an assassination attempt on the SVR (former KGB) chairman, newly elected U.S. president Jack Ryan puts black ops specialist John Clark on the alert, only to have things complicated by dangerous forces in China.|2001|296|http://images.amazon.com/images/P/0425180964.01.LZZZZZZZ.jpg
9780425181102|Phantoms|Dean R. Koontz|Berkley Publishing Group|Fiction|A tale of an abandoned town and the unimaginable truth behind its silence... Now with a new afterword, Dean Koontz explains the impact Phantoms had on his career.|2001|276|http://images.amazon.com/images/P/0425181103.01.LZZZZZZZ.jpg
9780425181119|Strangers|Dean R. Koontz|Berkley Publishing Group|Fiction|A group of seemingly unrelated people experiences sensations of numbing terror and fear and, groping their way toward one another, discover their sinister, shared secrets in a chilling climax that changes their lives forever. Reissue.|2002|12|http://images.amazon.com/images/P/0425181111.01.LZZZZZZZ.jpg
9780425181607|Stephen King's Danse Macabre|Stephen King|Berkley Publishing Group|Fiction|The best-selling author offers a subjective tour of favorite books, films, and television programs which have met his criteria for great horror, examines the attractions and satisfactions of horror stories, and recounts his own vital encounter with horror. Reprint.|2001|187|http://images.amazon.com/images/P/042518160X.01.LZZZZZZZ.jpg
9780425181645|E|David Bodanis|Berkley Publishing Group|Science|Examines the science and scientists who provided the backdrop to Einstein's influential 1905 discovery and offers an explanation of the equation from mathematical, historical, and scientific perspectives.|2000|106|http://images.amazon.com/images/P/0425181642.01.LZZZZZZZ.jpg
9780425182383|Stardust of Yesterday|Lynn Kurland|Berkley Pub Group|Fiction|"Genevieve Buchanan inherited a castle -- and a ghost to go along with it. But Kendrick de Piaget was no typical ghost. He was a handsome and infuriatingly arrogant thirteenth-century knight. At first he wanted to frighten Genevieve, though she was more charmed than scared by his ghostly tricks. But when his thoughts turned to wooing her instead, Genevieve had to face her greatest fear: falling in love." -- from publisher's web site.|2001|233|http://images.amazon.com/images/P/042518238X.01.LZZZZZZZ.jpg
9780425182673|Tom Clancy's Net Force|Steve Perry|Berkley Publishing Group|Fiction|When a group of terrorists who call themselves "CyberNation," and consider themselves an independent virtual country, seize control of the net and bring down the world's computers, the Net Force springs into action.|2001|245|http://images.amazon.com/images/P/0425182673.01.LZZZZZZZ.jpg
9780425182871|Chosen Prey|John Sandford|Berkley Publishing Group|Fiction|Hoping to use a supposedly straightforward case of murder to clear his mind, Deputy Chief Lucas Davenport finds himself matching wits with an ever-escalating serial killer, art history professor, congenial pervert, and sexual predator James Qatar.|2002|31|http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg
9780425183038|Cloak and Dagger|Tom Clancy|Berkley Publishing Group|Juvenile Fiction|Net Force Explorer Daniel Sanchez finds himself in a wealth of trouble when a game of hide-and-seek on the Web leads to a breach of confidential Net Force files involving the CIA, forcing the Explorers to find the real culprit and clear Daniel's name. Original.|2003|83|http://images.amazon.com/images/P/0425183033.01.LZZZZZZZ.jpg
9780425185506|Picture Perfect|Jodi Picoult|Berkley Publishing Group|Fiction|Falling madly in love and beginning what she believed would be the perfect marriage with Hollywood leading man Alex Rivers, renowned anthropologist Cassie Barret is heartbroken when their fairy-tale romance falls apart. Reissue.|2002|234|http://images.amazon.com/images/P/0425185508.01.LZZZZZZZ.jpg
9780425186701|Mission of Honor|Jeff Rovin|Berkley Publishing Group|Fiction|More information to be announced soon on this forthcoming title from Penguin USA|2002|79|http://images.amazon.com/images/P/0425186709.01.LZZZZZZZ.jpg
9780425187715|The Magical Worlds of the Lord of the Rings|David Colbert|Berkley Publishing Group|Fiction|Offers information about Tolkien's realm of Middle-Earth and its inhabitants, including details on characters, mythology, origins, and cultures.|2002|237|http://images.amazon.com/images/P/0425187713.01.LZZZZZZZ.jpg
9780425188224|Shadowland|Peter Straub|Berkley Publishing Group|Fiction|Best friends Tom Flanagan and Del Nightingale, apprentices to a master magician, enter a dark realm of immeasurable evil, more ancient than death itself, where only one of them will survive.|2003|63|http://images.amazon.com/images/P/0425188221.01.LZZZZZZZ.jpg
9780425189641|Floating Dragon|Peter Straub|Berkley Publishing Group|Fiction|The quaint town of Hamptead is plunged into a nightmarish world of unspeakable horror when evil arrives in the form of two very different beings--one man-made and one supernatural. Reissue.|2003|243|http://images.amazon.com/images/P/0425189643.01.LZZZZZZZ.jpg
9780425190371|Practical Magic|Alice Hoffman|Berkley Publishing Group|Fiction|Sorcery is the legacy of Gillian and Sally Owens, a legacy they both try to escape until they realize their magic is a gift, not an affliction.|2003|192|http://images.amazon.com/images/P/0425190374.01.LZZZZZZZ.jpg
9780425190913|Sea of Fire|Jeff Rovin|Berkley Publishing Group|Fiction|When a Singapore pirate is found in the Celebes Sea with radiation on his skin, the Op-Center team investigating nuclear disposal learns that a multinational corporation hired to dispose of nuclear waste is selling it to terrorists.|2003|196|http://images.amazon.com/images/P/0425190919.01.LZZZZZZZ.jpg
9780425191194|McNally's Alibi|Vincent Lardo|Berkley Publishing Group|Fiction|Hired to locate the complete text of Truman Capote's "Answered Prayers," Archy McNally encounters a series of dead ends before finding the manuscript's owner murdered in a sleazy motel.|2003|129|http://images.amazon.com/images/P/0425191192.01.LZZZZZZZ.jpg
9780425192030|Lightning|Dean Koontz|Berkley|Fiction|Aided through many crises throughout her life by the almost miraculous intervention of a stranger, Laura Shane learns the nature of her awesome destiny when, on her thirtieth birthday, the stranger finally requests her help. Reissue.|2003|278|http://images.amazon.com/images/P/0425192032.01.LZZZZZZZ.jpg
9780425192795|Goddess of the Sea|P. C. Cast|Berkley Publishing Group|Fiction|When Air Force Sergeant Christine Canady wishes for a little magic in her life, she is transported to a mystical realm where she takes the form of the legendary mermaid Undine, but when the waters become dangerous, Christine must seek safety on land and in the arms of a handsome knight. Original.|2003|30|http://images.amazon.com/images/P/0425192792.01.LZZZZZZZ.jpg
9780425193723|The Sea Hunters II|Clive Cussler|Berkley Publishing Group|History|Collects accounts of the underwater discoveries made by the author and his team of volunteers dedicated to the exploration of historic wrecks, including the tale of the ghost ship Mary Celeste, the Carpathia, and the Hunley.|2003|204|http://images.amazon.com/images/P/0425193721.01.LZZZZZZZ.jpg
9780425194522|Raise the Titanic!|Clive Cussler|Berkley Publishing Group|Fiction|Two Russian spies and a violent hurricane hinder Dirk Pitt's herculean efforts to raise the R.M.S. Titanic and thereby salvage the world's only supply of a rare metal, needed for a secret American defense system. Reissue.|2004|18|http://images.amazon.com/images/P/0425194523.01.LZZZZZZZ.jpg
9780425195482|The Bad Place|Dean Koontz|Berkley Publishing Group|Fiction|After repeatedly waking up in strange places and not knowing how he arrived there, Frank Pollard enlists the help of Nick and Julie Dakota, a husband-and-wife detective team, to watch where he goes in his sleep. Reissue.|2004|232|http://images.amazon.com/images/P/0425195481.01.LZZZZZZZ.jpg
9780425196847|Jane's Warlord|Angela Knight|Berkley Publishing Group|Fiction|On the trail of a sadistic killer, who has the ability to travel through time, reporter Jane Colby discovers she is destined to become the killer's next victim when Baran Arvid, a genetically engineered warrior from the future, arrives to protect her from harm. Original.|2004|107|http://images.amazon.com/images/P/0425196844.01.LZZZZZZZ.jpg
9780425197387|Dirk Pitt|Clive Cussler|Berkley Publishing Group|Arctic regions|A mysterious ship sealed fast in a giant North Atlantic iceberg becomes the cause and focus of Air Force Major Dirk Pett's investigation into international conspiracy and terror.|2004|169|http://images.amazon.com/images/P/0425197387.01.LZZZZZZZ.jpg
9780425197394|The Mediterranean Caper|Clive Cussler|Berkley Publishing Group|Fiction|Dirk Pitt responds to a call of distress and finds himself coping with a modern Greek goddess in a red bikini, a vast drug-smuggling ring, a still-active Nazi criminal, and a perilous undersea labyrinth.|2004|69|http://images.amazon.com/images/P/0425197395.01.LZZZZZZZ.jpg
9780425197493|Goddess of Spring|P. C. Cast|Berkley Publishing Group|Fiction|Making a bargain with the goddess Demeter to save herself from financial ruin, bakery owner Lina is transformed into Persephone, the Goddess of Spring, and must restore order to the Underworld, but her attraction to Hades endangers her mission. Original.|2004|236|http://images.amazon.com/images/P/0425197492.01.LZZZZZZZ.jpg
9780425198735|Blow Fly|Patricia Cornwell|Berkley Publishing Group|Fiction|Leaving Virginia in search of peace and quiet, Dr. Kay Scarpetta journeys to Florida, where a series of baffling murders entangles her in an international conspiracy that confronts her with the most unexpected circumstance of her life. Reprint.|2004|297|http://images.amazon.com/images/P/0425198731.01.LZZZZZZZ.jpg
9780435909611|When Rain Clouds Gather|Bessie Head|Heinemann|Fiction|Two exiles--one white, one black--in a poor village in Botswana struggle with tradition, climate, and the local chief as they try to modernize the villagers' farming methods.|1995|292|http://images.amazon.com/images/P/0435909614.01.LZZZZZZZ.jpg
9780439064866|Harry Potter and the Chamber of Secrets (Book 2)|J. K. Rowling|Scholastic|Juvenile Fiction|In Harry Potter and the Chamber of Secrets, the summer after Harry’s first year at Hogwarts has been his worst summer ever… the Dursleys more distant and horrible than ever before. But just as he’s packing his bags to return to school, a creature named Dobby the house-elf announces that if Harry goes back to Hogwarts, disaster will strike. And it turns out, Dobby is right. Harry and Ron miss the Hogwarts Express, so they fly to school in a blue Ford Anglia, crash landing in the notorious Whomping Willow. Soon other worries accumulate: the outrageously stuck-up new professor Gilderoy Lockhart; a ghost named Moaning Myrtle, who haunts the girls' bathroom; the strange behavior of Ron's little sister, Ginny Weasley; rumors about the "Chamber of Secrets," a cavern buried deep below Hogwarts; and a magical diary owned by Tom Riddle, a Hogwarts student of long ago. Harry is also shocked to discover that he can speak Parseltongue, the language of snakes - a rare ability that Lord Voldemort also possessed - and that anti-Muggle prejudice exists in the Wizarding world, even affecting Harry's friend Hermione. But all of these seem like minor concerns when someone starts turning Hogwarts students to stone: an evildoer said to be the fearsome Heir of Salazar Slytherin, on of the founders of the school. Could it be Draco Malfoy, Harry's most poisonous rival? Could it be Hagrid whose mysterious past is finally told? Or could it be the one person everyone at Hogwarts most suspects: Harry Potter himself?|2015|201|http://images.amazon.com/images/P/0439064864.01.LZZZZZZZ.jpg
9780439087308|10 Things I Hate about You|David Levithan|Scholastic|Dating (Social customs)|Told she can't date until her older sister starts, Bianca fears no one will want to take out sarcastic Kat.|1999|166|http://images.amazon.com/images/P/0439087309.01.LZZZZZZZ.jpg
9780439098267|The Mouse and His Child|Russell Hoban|Arthur A. Levine Books|Juvenile Fiction|Two discarded toy mice survive perilous adventures in a hostile world before finding security and happiness with old friends and new.|2001|281|http://images.amazon.com/images/P/0439098262.01.LZZZZZZZ.jpg
9780439176835|Castle|Garth Nix|Scholastic|Juvenile Fiction|Bestselling author Garth Nix's amazing Seventh Tower series is back - now with a great new look! The Dark World is a place of ice, wind, and fury. A veil of black covers the sky. In all the world, only the Castle shines with light. Tal and Milla are struggling to make it to the Castle, each on a dangerous mission. For Tal, a Chosen, the Castle is home - even though he is not welcome anymore. For Milla, an Icecarl warrior, the Castle is a strange and mysterious place. Her presence is a threat that the Castle dwellers want to stop . . . at any cost. Sinister forces are conspiring against them. It will take all their strength to survive.|2000|60|http://images.amazon.com/images/P/0439176832.01.LZZZZZZZ.jpg
9780439176873|The Violet Keystone|Garth Nix|Scholastic|Juvenile Fiction|As they walk the line between success and destruction, Tal and Milla search for hope in a realm where old wars throw the ultimate power up for the control of anyone strong enough to hold it.|2001|76|http://images.amazon.com/images/P/0439176875.01.LZZZZZZZ.jpg
9780439178822|The Pen is Mightier Than the Sword|Anne Mazer|Apple|Juvenile Fiction|Abby enjoys writing the advice column for the fifth-grade newspaper until people become upset with some of her answers, but then the opportunity comes along to use her writing skills to help a friend.|2001|271|http://images.amazon.com/images/P/0439178827.01.LZZZZZZZ.jpg
9780439194044|Mary, Queen of Scots, Queen Without a Country|Kathryn Lasky|Scholastic|Juvenile Fiction|Readers take a step back in time to 16th-century France in this year-long diary of adolescent Mary, Queen of Scots, who has fled from homeland to the Court of her betrothed in France. Mary is only nine months old when she is crowned Queen of Scotland succeeding her father King James V. Because of political conflicts, she is forced to be separated from her mother and her country from the age of five. For the benefit of forging an alliance with France, the youngster is betrothed to Francis, the son of King Henry ll of France and his wife, the vicious and jealous Queen Catherine de Medici. Mary is sent to France to live in their care until she is old enough for the marriage to take place. It is at their home, the beautiful Chateau St. Germaine, that we first meet the irresistibly charming Mary at 11 years old. Keenly intelligent, she excels academically, and shows a talent for dance, music and poetry. She's an expert horsewoman, skilled at archery and hawking.|2002|109|http://images.amazon.com/images/P/0439194040.01.LZZZZZZZ.jpg
9780439227148|The Call of the Wild|Jack London|Scholastic|Juvenile Fiction|When Buck is stolen from his kind family, he must quickly learn a new set of survival rules as he is taken away to the gold-crazed North by unsavory men. Original.|2000|61|http://images.amazon.com/images/P/0439227143.01.LZZZZZZZ.jpg
9780439286060|Freak the Mighty|Rodman Philbrick|Scholastic Signature|Juvenile Fiction|At the beginning of eighth grade, learning disabled Max and his new friend Freak, whose birth defect has affected his body but not his brilliant mind, find that when they combine forces they make a powerful team.|2001|216|http://images.amazon.com/images/P/0439286069.01.LZZZZZZZ.jpg
9780439291491|Alice in Wonderland|Lewis Carroll|Scholastic Junior Classics|Juvenile Fiction|A little girl falls down a rabbit hole and discovers a world of nonsensical and amusing characters.|2002|250|http://images.amazon.com/images/P/0439291496.01.LZZZZZZZ.jpg
9780439314558|Conversations with J.K. Rowling|Lindsey Fraser|Scholastic|Juvenile Nonfiction|From her birth in Chipping Sodbury near Bristol, England, to the stories about her favorite teachers, to the funny misunderstanding in her first fan letter, the life of the author of the Harry Potter books is revealed. Original. 250,000 first printing.|2001|75|http://images.amazon.com/images/P/0439314550.01.LZZZZZZZ.jpg
